order_id,date,shift,order_type,trim_misalign,wrong_paper,ink_smudge,wrong_quantity,reject_any
PO-0711-024,2026-07-11,day,flyer-poster,0,1,0,0,1
PO-0711-025,2026-07-11,day,program-booklet,0,0,0,0,0
PO-0711-026,2026-07-11,evening,program-booklet,0,0,0,0,0
PO-0711-027,2026-07-11,day,flyer-poster,0,0,0,0,0
PO-0711-028,2026-07-11,evening,other,0,0,0,0,0
PO-0711-029,2026-07-11,day,other,0,0,0,0,0
PO-0711-030,2026-07-11,day,course-packet,0,0,0,0,0
PO-0711-031,2026-07-11,day,flyer-poster,0,0,0,0,0
PO-0711-032,2026-07-11,day,program-booklet,0,0,0,0,0
PO-0711-033,2026-07-11,day,flyer-poster,0,0,0,0,0
PO-0711-034,2026-07-11,day,other,0,0,0,0,0
PO-0711-035,2026-07-11,evening,flyer-poster,0,0,0,0,0
PO-0711-036,2026-07-11,day,course-packet,0,0,0,0,0
PO-0711-037,2026-07-11,day,flyer-poster,0,0,0,0,0
PO-0711-038,2026-07-11,evening,program-booklet,0,0,0,0,0
PO-0711-039,2026-07-11,evening,flyer-poster,0,1,0,0,1
PO-0711-040,2026-07-11,day,course-packet,0,0,0,0,0
PO-0711-041,2026-07-11,day,flyer-poster,0,0,0,0,0
PO-0711-042,2026-07-11,evening,course-packet,0,0,0,0,0
PO-0711-043,2026-07-11,day,course-packet,0,0,0,0,0
PO-0711-044,2026-07-11,evening,course-packet,0,0,0,0,0
PO-0711-045,2026-07-11,evening,flyer-poster,0,0,0,0,0
PO-0711-046,2026-07-11,evening,flyer-poster,0,1,0,0,1
PO-0711-047,2026-07-11,day,flyer-poster,0,0,0,0,0
PO-0711-048,2026-07-11,evening,other,0,0,0,0,0
PO-0711-049,2026-07-11,evening,program-booklet,0,0,0,0,0
PO-0711-050,2026-07-11,day,course-packet,0,0,0,0,0
PO-0711-051,2026-07-11,day,course-packet,0,0,0,0,0
PO-0711-052,2026-07-11,day,course-packet,0,0,0,0,0
PO-0711-053,2026-07-11,day,other,0,0,0,0,0
PO-0711-054,2026-07-11,evening,program-booklet,0,0,0,0,0
PO-0711-055,2026-07-11,evening,course-packet,1,0,0,0,1
PO-0711-056,2026-07-11,day,course-packet,0,0,0,0,0
PO-0711-057,2026-07-11,evening,flyer-poster,0,0,0,0,0
PO-0711-058,2026-07-11,evening,course-packet,0,0,0,0,0
PO-0711-059,2026-07-11,day,flyer-poster,0,0,0,0,0
PO-0711-060,2026-07-11,day,course-packet,0,0,0,0,0
PO-0711-061,2026-07-11,evening,course-packet,0,0,0,0,0
PO-0711-062,2026-07-11,evening,other,0,0,0,0,0
PO-0711-063,2026-07-11,evening,course-packet,0,0,0,0,0
PO-0711-064,2026-07-11,day,flyer-poster,0,0,0,0,0
PO-0711-065,2026-07-11,evening,other,0,0,0,0,0
PO-0711-066,2026-07-11,day,course-packet,0,0,0,0,0
PO-0711-067,2026-07-11,day,course-packet,0,0,0,0,0
PO-0711-068,2026-07-11,day,flyer-poster,0,0,0,0,0
PO-0711-069,2026-07-11,day,course-packet,0,0,0,0,0
PO-0711-070,2026-07-11,evening,course-packet,0,0,0,0,0
PO-0711-071,2026-07-11,evening,other,0,0,0,0,0
PO-0713-001,2026-07-13,evening,course-packet,0,0,0,0,0
PO-0713-002,2026-07-13,day,course-packet,0,0,0,0,0
PO-0713-003,2026-07-13,day,course-packet,0,0,0,0,0
PO-0713-004,2026-07-13,evening,flyer-poster,0,0,0,0,0
PO-0713-005,2026-07-13,day,flyer-poster,0,0,0,0,0
PO-0713-006,2026-07-13,evening,program-booklet,0,0,0,0,0
PO-0713-007,2026-07-13,day,flyer-poster,0,1,0,0,1
PO-0713-008,2026-07-13,evening,flyer-poster,0,0,0,0,0
PO-0713-009,2026-07-13,day,course-packet,0,0,0,0,0
PO-0713-010,2026-07-13,day,other,0,0,0,0,0
PO-0713-011,2026-07-13,day,program-booklet,0,0,0,0,0
PO-0713-012,2026-07-13,day,course-packet,1,0,0,0,1
PO-0713-013,2026-07-13,evening,program-booklet,0,0,0,0,0
PO-0713-014,2026-07-13,day,flyer-poster,0,0,0,0,0
PO-0713-015,2026-07-13,day,program-booklet,0,0,0,0,0
PO-0713-016,2026-07-13,evening,program-booklet,1,0,0,0,1
PO-0713-017,2026-07-13,day,course-packet,1,0,0,0,1
PO-0713-018,2026-07-13,day,program-booklet,0,0,0,0,0
PO-0713-019,2026-07-13,evening,course-packet,0,0,0,0,0
PO-0713-020,2026-07-13,day,flyer-poster,0,0,0,0,0
PO-0713-021,2026-07-13,evening,course-packet,0,0,0,0,0
PO-0713-022,2026-07-13,day,course-packet,0,0,0,0,0
PO-0713-023,2026-07-13,evening,course-packet,0,0,0,0,0
PO-0713-024,2026-07-13,evening,flyer-poster,0,0,0,0,0
PO-0713-025,2026-07-13,evening,program-booklet,0,0,0,0,0
PO-0713-026,2026-07-13,day,program-booklet,0,0,0,0,0
PO-0713-027,2026-07-13,day,flyer-poster,0,0,0,0,0
PO-0713-028,2026-07-13,day,course-packet,0,0,0,0,0
PO-0713-029,2026-07-13,day,flyer-poster,0,0,0,0,0
PO-0713-030,2026-07-13,evening,program-booklet,0,0,0,0,0
PO-0713-031,2026-07-13,day,course-packet,0,0,0,0,0
PO-0713-032,2026-07-13,day,course-packet,0,0,0,0,0
PO-0713-033,2026-07-13,evening,course-packet,0,0,0,0,0
PO-0713-034,2026-07-13,day,other,0,0,0,0,0
PO-0713-035,2026-07-13,day,course-packet,0,0,0,0,0
PO-0713-036,2026-07-13,day,course-packet,0,0,0,0,0
PO-0713-037,2026-07-13,evening,flyer-poster,0,0,0,0,0
PO-0713-038,2026-07-13,day,flyer-poster,0,0,0,0,0
PO-0713-039,2026-07-13,evening,other,0,0,0,0,0
PO-0713-040,2026-07-13,evening,course-packet,0,0,0,0,0
PO-0713-041,2026-07-13,day,course-packet,0,0,0,0,0
PO-0713-042,2026-07-13,evening,program-booklet,0,0,0,0,0
PO-0713-043,2026-07-13,evening,course-packet,0,0,0,0,0
PO-0713-044,2026-07-13,day,course-packet,0,0,0,0,0
PO-0713-045,2026-07-13,day,program-booklet,0,0,0,0,0
PO-0713-046,2026-07-13,evening,flyer-poster,0,0,1,0,1
PO-0713-047,2026-07-13,day,flyer-poster,0,0,0,0,0
PO-0713-048,2026-07-13,day,other,0,0,0,0,0
PO-0713-049,2026-07-13,day,course-packet,0,0,0,0,0
PO-0713-050,2026-07-13,day,course-packet,0,0,0,0,0
PO-0713-051,2026-07-13,day,course-packet,0,0,0,0,0
PO-0713-052,2026-07-13,day,flyer-poster,0,0,0,0,0
PO-0713-053,2026-07-13,day,program-booklet,0,0,0,0,0
PO-0713-054,2026-07-13,day,flyer-poster,0,0,0,0,0
PO-0713-055,2026-07-13,evening,flyer-poster,0,0,0,0,0
PO-0713-056,2026-07-13,evening,program-booklet,1,0,0,0,1
PO-0713-057,2026-07-13,evening,other,0,0,0,0,0
PO-0713-058,2026-07-13,day,other,0,0,1,0,1
PO-0713-059,2026-07-13,day,program-booklet,1,0,0,0,1
PO-0713-060,2026-07-13,day,other,0,0,0,1,1
PO-0713-061,2026-07-13,evening,flyer-poster,0,0,0,0,0
PO-0713-062,2026-07-13,evening,flyer-poster,0,0,0,0,0
PO-0713-063,2026-07-13,day,other,0,0,0,0,0
PO-0713-064,2026-07-13,evening,course-packet,0,0,0,0,0
PO-0713-065,2026-07-13,evening,flyer-poster,0,0,0,0,0
PO-0713-066,2026-07-13,evening,course-packet,0,0,0,0,0
PO-0713-067,2026-07-13,evening,course-packet,0,1,0,0,1
PO-0713-068,2026-07-13,day,program-booklet,0,0,0,0,0
PO-0713-069,2026-07-13,day,program-booklet,0,0,0,0,0
PO-0713-070,2026-07-13,evening,program-booklet,1,0,0,0,1
PO-0713-071,2026-07-13,evening,flyer-poster,0,0,0,0,0
PO-0713-072,2026-07-13,day,program-booklet,0,0,0,0,0
PO-0713-073,2026-07-13,day,flyer-poster,0,0,0,0,0
PO-0713-074,2026-07-13,evening,program-booklet,0,0,0,0,0
PO-0713-075,2026-07-13,day,course-packet,0,0,0,0,0
PO-0713-076,2026-07-13,evening,flyer-poster,0,0,0,0,0
PO-0713-077,2026-07-13,day,program-booklet,0,0,0,0,0
PO-0713-078,2026-07-13,day,other,0,0,0,0,0
PO-0713-079,2026-07-13,evening,flyer-poster,0,0,0,0,0
PO-0713-080,2026-07-13,evening,flyer-poster,0,0,0,0,0
PO-0713-081,2026-07-13,day,other,0,0,0,0,0
PO-0713-082,2026-07-13,evening,course-packet,0,0,0,0,0
PO-0713-083,2026-07-13,day,program-booklet,0,0,0,0,0
PO-0713-084,2026-07-13,day,program-booklet,0,0,0,0,0
PO-0713-085,2026-07-13,day,course-packet,0,0,0,0,0
PO-0713-086,2026-07-13,day,other,0,0,0,0,0
PO-0714-001,2026-07-14,day,program-booklet,0,0,0,0,0
PO-0714-002,2026-07-14,day,other,0,0,0,0,0
PO-0714-003,2026-07-14,evening,other,0,0,0,0,0
PO-0714-004,2026-07-14,evening,flyer-poster,0,0,0,0,0
PO-0714-005,2026-07-14,day,program-booklet,0,0,0,0,0
PO-0714-006,2026-07-14,day,flyer-poster,0,0,0,0,0
PO-0714-007,2026-07-14,evening,course-packet,0,1,0,0,1
PO-0714-008,2026-07-14,evening,program-booklet,0,0,0,0,0
PO-0714-009,2026-07-14,evening,program-booklet,0,0,0,0,0
PO-0714-010,2026-07-14,evening,flyer-poster,0,0,0,0,0
PO-0714-011,2026-07-14,evening,flyer-poster,0,0,0,0,0
PO-0714-012,2026-07-14,evening,program-booklet,0,0,0,0,0
PO-0714-013,2026-07-14,evening,course-packet,0,0,0,0,0
PO-0714-014,2026-07-14,day,program-booklet,0,0,0,0,0
PO-0714-015,2026-07-14,day,course-packet,0,0,0,0,0
PO-0714-016,2026-07-14,day,flyer-poster,0,0,0,0,0
PO-0714-017,2026-07-14,evening,course-packet,0,0,0,0,0
PO-0714-018,2026-07-14,day,course-packet,1,0,0,0,1
PO-0714-019,2026-07-14,evening,other,0,0,0,0,0
PO-0714-020,2026-07-14,evening,course-packet,0,0,0,0,0
PO-0714-021,2026-07-14,evening,program-booklet,0,0,0,0,0
PO-0714-022,2026-07-14,day,course-packet,0,0,0,0,0
PO-0714-023,2026-07-14,day,flyer-poster,0,0,0,0,0
PO-0714-024,2026-07-14,day,flyer-poster,0,0,0,0,0
PO-0714-025,2026-07-14,day,course-packet,0,0,0,0,0
PO-0714-026,2026-07-14,day,flyer-poster,0,0,0,0,0
PO-0714-027,2026-07-14,day,course-packet,0,0,0,0,0
PO-0714-028,2026-07-14,evening,other,0,0,0,0,0
PO-0714-029,2026-07-14,evening,other,0,0,0,0,0
PO-0714-030,2026-07-14,day,course-packet,0,0,0,0,0
PO-0714-031,2026-07-14,day,program-booklet,0,0,0,0,0
PO-0714-032,2026-07-14,day,course-packet,0,0,0,0,0
PO-0714-033,2026-07-14,evening,other,0,0,0,0,0
PO-0714-034,2026-07-14,day,program-booklet,0,0,0,0,0
PO-0714-035,2026-07-14,day,course-packet,0,0,0,0,0
PO-0714-036,2026-07-14,evening,course-packet,0,0,0,0,0
PO-0714-037,2026-07-14,day,other,0,0,0,0,0
PO-0714-038,2026-07-14,day,program-booklet,0,0,0,0,0
PO-0714-039,2026-07-14,day,course-packet,0,0,0,0,0
PO-0714-040,2026-07-14,evening,flyer-poster,0,0,0,0,0
PO-0714-041,2026-07-14,day,course-packet,0,0,0,0,0
PO-0714-042,2026-07-14,day,program-booklet,0,0,0,0,0
PO-0714-043,2026-07-14,day,program-booklet,0,0,0,0,0
PO-0714-044,2026-07-14,day,flyer-poster,0,0,0,0,0
PO-0714-045,2026-07-14,evening,course-packet,0,0,0,0,0
PO-0714-046,2026-07-14,day,program-booklet,0,0,0,0,0
PO-0714-047,2026-07-14,day,program-booklet,0,0,0,0,0
PO-0714-048,2026-07-14,evening,program-booklet,0,0,0,0,0
PO-0714-049,2026-07-14,evening,other,0,0,0,0,0
PO-0714-050,2026-07-14,day,other,0,0,0,0,0
PO-0714-051,2026-07-14,day,course-packet,0,0,0,0,0
PO-0714-052,2026-07-14,day,program-booklet,0,0,0,0,0
PO-0714-053,2026-07-14,day,program-booklet,0,0,0,0,0
PO-0714-054,2026-07-14,day,program-booklet,0,0,0,0,0
PO-0714-055,2026-07-14,day,course-packet,0,0,0,0,0
PO-0714-056,2026-07-14,evening,course-packet,0,0,0,0,0
PO-0714-057,2026-07-14,day,course-packet,0,0,0,0,0
PO-0714-058,2026-07-14,evening,program-booklet,0,0,0,0,0
PO-0714-059,2026-07-14,evening,course-packet,0,0,0,0,0
PO-0714-060,2026-07-14,day,flyer-poster,0,0,0,0,0
PO-0714-061,2026-07-14,day,course-packet,0,1,0,0,1
PO-0714-062,2026-07-14,day,flyer-poster,0,0,0,0,0
PO-0714-063,2026-07-14,day,other,0,0,0,0,0
PO-0714-064,2026-07-14,day,course-packet,0,0,0,0,0
PO-0714-065,2026-07-14,day,program-booklet,0,1,0,0,1
PO-0714-066,2026-07-14,evening,course-packet,0,0,0,0,0
PO-0714-067,2026-07-14,day,flyer-poster,0,0,0,0,0
PO-0714-068,2026-07-14,day,flyer-poster,0,0,0,0,0
PO-0714-069,2026-07-14,day,course-packet,0,0,0,0,0
PO-0714-070,2026-07-14,evening,course-packet,0,0,0,0,0
PO-0715-001,2026-07-15,evening,program-booklet,0,1,0,0,1
PO-0715-002,2026-07-15,day,flyer-poster,0,0,0,0,0
PO-0715-003,2026-07-15,day,flyer-poster,0,0,0,0,0
PO-0715-004,2026-07-15,day,flyer-poster,0,0,0,0,0
PO-0715-005,2026-07-15,evening,other,0,0,0,0,0
PO-0715-006,2026-07-15,evening,flyer-poster,0,0,0,0,0
PO-0715-007,2026-07-15,day,program-booklet,0,0,0,0,0
PO-0715-008,2026-07-15,evening,flyer-poster,0,0,0,0,0
PO-0715-009,2026-07-15,evening,course-packet,0,0,0,0,0
PO-0715-010,2026-07-15,day,course-packet,0,0,0,0,0
PO-0715-011,2026-07-15,day,program-booklet,0,0,0,0,0
PO-0715-012,2026-07-15,day,other,0,0,0,0,0
PO-0715-013,2026-07-15,day,other,0,1,0,0,1
PO-0715-014,2026-07-15,day,program-booklet,0,0,0,0,0
PO-0715-015,2026-07-15,evening,flyer-poster,0,0,0,0,0
PO-0715-016,2026-07-15,day,other,0,0,0,0,0
PO-0715-017,2026-07-15,evening,flyer-poster,0,0,0,0,0
PO-0715-018,2026-07-15,day,other,0,0,0,0,0
PO-0715-019,2026-07-15,evening,flyer-poster,0,0,1,0,1
PO-0715-020,2026-07-15,day,course-packet,0,0,0,0,0
PO-0715-021,2026-07-15,evening,other,0,0,0,0,0
PO-0715-022,2026-07-15,day,course-packet,0,0,0,0,0
PO-0715-023,2026-07-15,day,flyer-poster,0,0,0,0,0
PO-0715-024,2026-07-15,day,program-booklet,0,0,0,0,0
PO-0715-025,2026-07-15,evening,flyer-poster,0,0,0,0,0
PO-0715-026,2026-07-15,day,program-booklet,0,0,0,0,0
PO-0715-027,2026-07-15,evening,course-packet,0,0,0,0,0
PO-0715-028,2026-07-15,day,program-booklet,0,0,0,0,0
PO-0715-029,2026-07-15,evening,flyer-poster,0,0,0,0,0
PO-0715-030,2026-07-15,day,program-booklet,0,0,0,0,0
PO-0715-031,2026-07-15,day,flyer-poster,0,0,0,0,0
PO-0715-032,2026-07-15,evening,course-packet,0,0,0,0,0
PO-0715-033,2026-07-15,evening,course-packet,1,0,0,0,1
PO-0715-034,2026-07-15,day,program-booklet,0,0,0,0,0
PO-0715-035,2026-07-15,evening,other,0,0,0,0,0
PO-0715-036,2026-07-15,evening,course-packet,0,1,0,0,1
PO-0715-037,2026-07-15,day,course-packet,0,0,0,0,0
PO-0715-038,2026-07-15,day,course-packet,0,0,0,0,0
PO-0715-039,2026-07-15,evening,course-packet,1,0,0,0,1
PO-0715-040,2026-07-15,evening,flyer-poster,0,0,0,0,0
PO-0715-041,2026-07-15,day,course-packet,0,0,0,0,0
PO-0715-042,2026-07-15,day,flyer-poster,0,0,0,0,0
PO-0715-043,2026-07-15,day,course-packet,0,0,0,0,0
PO-0715-044,2026-07-15,evening,program-booklet,1,0,0,0,1
PO-0715-045,2026-07-15,evening,other,0,0,0,0,0
PO-0715-046,2026-07-15,evening,flyer-poster,0,1,0,0,1
PO-0715-047,2026-07-15,day,other,0,0,0,0,0
PO-0715-048,2026-07-15,evening,other,0,0,0,0,0
PO-0715-049,2026-07-15,evening,flyer-poster,0,0,0,0,0
PO-0715-050,2026-07-15,evening,program-booklet,0,0,0,0,0
PO-0715-051,2026-07-15,evening,program-booklet,0,0,0,0,0
PO-0715-052,2026-07-15,day,program-booklet,0,0,0,0,0
PO-0715-053,2026-07-15,evening,other,0,0,0,0,0
PO-0715-054,2026-07-15,day,program-booklet,0,0,0,0,0
PO-0715-055,2026-07-15,evening,flyer-poster,0,0,0,0,0
PO-0715-056,2026-07-15,evening,other,0,0,0,0,0
PO-0715-057,2026-07-15,evening,program-booklet,0,0,0,0,0
PO-0715-058,2026-07-15,evening,course-packet,0,0,0,0,0
PO-0715-059,2026-07-15,day,course-packet,0,0,0,0,0
PO-0715-060,2026-07-15,day,flyer-poster,0,0,0,0,0
PO-0715-061,2026-07-15,day,flyer-poster,0,0,0,0,0
PO-0715-062,2026-07-15,day,flyer-poster,0,0,0,0,0
PO-0715-063,2026-07-15,evening,program-booklet,0,0,0,0,0
PO-0715-064,2026-07-15,evening,program-booklet,0,0,0,0,0
PO-0715-065,2026-07-15,day,program-booklet,0,0,0,0,0
PO-0715-066,2026-07-15,day,course-packet,0,0,0,0,0
PO-0715-067,2026-07-15,day,flyer-poster,0,0,0,0,0
PO-0715-068,2026-07-15,evening,other,0,0,0,0,0
PO-0715-069,2026-07-15,day,course-packet,0,0,0,0,0
PO-0715-070,2026-07-15,evening,course-packet,0,0,0,1,1
PO-0715-071,2026-07-15,evening,course-packet,0,0,0,0,0
PO-0716-001,2026-07-16,day,flyer-poster,0,0,0,0,0
PO-0716-002,2026-07-16,day,program-booklet,0,0,0,0,0
PO-0716-003,2026-07-16,day,course-packet,0,0,0,0,0
PO-0716-004,2026-07-16,day,course-packet,0,0,0,0,0
PO-0716-005,2026-07-16,evening,course-packet,0,0,0,0,0
PO-0716-006,2026-07-16,day,course-packet,0,0,0,0,0
PO-0716-007,2026-07-16,day,program-booklet,0,0,0,0,0
PO-0716-008,2026-07-16,day,program-booklet,0,0,0,0,0
PO-0716-009,2026-07-16,day,other,1,0,0,0,1
PO-0716-010,2026-07-16,evening,flyer-poster,0,0,0,1,1
PO-0716-011,2026-07-16,day,flyer-poster,0,0,0,0,0
PO-0716-012,2026-07-16,day,other,0,0,0,0,0
PO-0716-013,2026-07-16,evening,course-packet,0,0,0,0,0
PO-0716-014,2026-07-16,day,flyer-poster,0,0,0,0,0
PO-0716-015,2026-07-16,evening,flyer-poster,0,0,0,0,0
PO-0716-016,2026-07-16,day,course-packet,0,0,0,0,0
PO-0716-017,2026-07-16,evening,flyer-poster,0,0,0,0,0
PO-0716-018,2026-07-16,evening,course-packet,0,0,0,0,0
PO-0716-019,2026-07-16,day,other,0,0,0,0,0
PO-0716-020,2026-07-16,day,course-packet,0,0,0,0,0
PO-0716-021,2026-07-16,day,flyer-poster,0,0,0,0,0
PO-0716-022,2026-07-16,day,program-booklet,0,0,0,0,0
PO-0716-023,2026-07-16,day,other,0,0,0,0,0
PO-0716-024,2026-07-16,evening,program-booklet,0,0,0,0,0
PO-0716-025,2026-07-16,evening,course-packet,0,0,0,0,0
PO-0716-026,2026-07-16,evening,program-booklet,0,0,0,0,0
PO-0716-027,2026-07-16,evening,other,0,0,0,0,0
PO-0716-028,2026-07-16,evening,other,1,0,0,0,1
PO-0716-029,2026-07-16,evening,other,0,0,0,0,0
PO-0716-030,2026-07-16,evening,course-packet,0,0,0,0,0
PO-0716-031,2026-07-16,day,other,0,0,0,0,0
PO-0716-032,2026-07-16,day,course-packet,0,0,0,0,0
PO-0716-033,2026-07-16,day,flyer-poster,0,0,0,0,0
PO-0716-034,2026-07-16,day,course-packet,0,0,0,0,0
PO-0716-035,2026-07-16,day,other,0,0,0,0,0
PO-0716-036,2026-07-16,day,flyer-poster,0,0,0,0,0
PO-0716-037,2026-07-16,evening,course-packet,0,0,0,0,0
PO-0716-038,2026-07-16,day,course-packet,0,0,0,0,0
PO-0716-039,2026-07-16,day,flyer-poster,0,0,0,0,0
PO-0716-040,2026-07-16,day,flyer-poster,0,0,0,0,0
PO-0716-041,2026-07-16,day,other,0,0,0,0,0
PO-0716-042,2026-07-16,day,course-packet,0,0,0,0,0
PO-0716-043,2026-07-16,evening,course-packet,0,0,0,0,0
PO-0716-044,2026-07-16,day,course-packet,0,0,0,0,0
PO-0716-045,2026-07-16,day,other,0,0,0,0,0
PO-0716-046,2026-07-16,day,program-booklet,0,0,0,0,0
PO-0716-047,2026-07-16,day,other,0,0,0,0,0
PO-0716-048,2026-07-16,day,flyer-poster,0,0,0,0,0
PO-0716-049,2026-07-16,day,course-packet,0,0,0,0,0
PO-0716-050,2026-07-16,day,program-booklet,0,0,0,0,0
PO-0716-051,2026-07-16,evening,program-booklet,0,0,0,0,0
PO-0716-052,2026-07-16,evening,program-booklet,0,0,0,0,0
PO-0716-053,2026-07-16,day,program-booklet,0,0,0,0,0
PO-0716-054,2026-07-16,evening,program-booklet,0,0,0,0,0
PO-0716-055,2026-07-16,evening,program-booklet,0,0,0,0,0
PO-0716-056,2026-07-16,day,course-packet,0,0,0,0,0
PO-0716-057,2026-07-16,day,flyer-poster,0,0,0,0,0
PO-0716-058,2026-07-16,day,course-packet,0,0,0,0,0
PO-0716-059,2026-07-16,day,course-packet,1,0,0,0,1
PO-0716-060,2026-07-16,evening,flyer-poster,0,0,0,0,0
PO-0716-061,2026-07-16,day,course-packet,0,0,0,0,0
PO-0716-062,2026-07-16,day,flyer-poster,0,0,0,0,0
PO-0716-063,2026-07-16,evening,program-booklet,0,0,0,0,0
PO-0716-064,2026-07-16,evening,flyer-poster,0,0,0,0,0
PO-0716-065,2026-07-16,day,other,0,0,0,0,0
PO-0716-066,2026-07-16,evening,course-packet,0,0,0,0,0
PO-0716-067,2026-07-16,day,flyer-poster,0,0,0,0,0
PO-0717-001,2026-07-17,day,other,0,0,0,0,0
PO-0717-002,2026-07-17,evening,other,0,0,0,0,0
PO-0717-003,2026-07-17,day,course-packet,0,0,0,0,0
PO-0717-004,2026-07-17,day,course-packet,0,0,0,0,0
PO-0717-005,2026-07-17,evening,flyer-poster,1,0,0,0,1
PO-0717-006,2026-07-17,evening,other,0,0,0,0,0
PO-0717-007,2026-07-17,day,other,0,0,0,0,0
PO-0717-008,2026-07-17,evening,course-packet,0,0,0,0,0
PO-0717-009,2026-07-17,day,course-packet,0,0,0,0,0
PO-0717-010,2026-07-17,day,program-booklet,0,0,1,0,1
PO-0717-011,2026-07-17,evening,flyer-poster,0,0,0,0,0
PO-0717-012,2026-07-17,day,program-booklet,0,0,0,0,0
PO-0717-013,2026-07-17,day,course-packet,0,0,0,0,0
PO-0717-014,2026-07-17,day,course-packet,0,0,0,0,0
PO-0717-015,2026-07-17,day,other,0,0,0,0,0
PO-0717-016,2026-07-17,day,flyer-poster,0,0,0,0,0
PO-0717-017,2026-07-17,evening,program-booklet,0,0,0,0,0
PO-0717-018,2026-07-17,evening,program-booklet,0,0,0,0,0
PO-0717-019,2026-07-17,day,course-packet,0,0,0,0,0
PO-0717-020,2026-07-17,day,flyer-poster,0,0,0,0,0
PO-0717-021,2026-07-17,day,flyer-poster,0,0,0,0,0
PO-0717-022,2026-07-17,evening,flyer-poster,0,0,0,0,0
PO-0717-023,2026-07-17,evening,program-booklet,0,0,0,0,0
PO-0717-024,2026-07-17,evening,other,1,0,0,0,1
PO-0717-025,2026-07-17,day,flyer-poster,0,0,0,0,0
PO-0717-026,2026-07-17,day,program-booklet,0,0,0,0,0
PO-0717-027,2026-07-17,day,flyer-poster,1,0,0,0,1
PO-0717-028,2026-07-17,evening,program-booklet,0,0,0,0,0
PO-0717-029,2026-07-17,evening,course-packet,0,0,0,0,0
PO-0717-030,2026-07-17,evening,other,0,0,0,0,0
PO-0717-031,2026-07-17,day,course-packet,0,0,0,1,1
PO-0717-032,2026-07-17,evening,course-packet,0,0,0,0,0
PO-0717-033,2026-07-17,evening,other,0,0,0,0,0
PO-0717-034,2026-07-17,day,course-packet,0,0,0,0,0
PO-0717-035,2026-07-17,day,course-packet,0,0,0,0,0
PO-0717-036,2026-07-17,day,course-packet,0,0,0,0,0
PO-0717-037,2026-07-17,evening,course-packet,0,0,0,0,0
PO-0717-038,2026-07-17,evening,flyer-poster,0,0,0,0,0
PO-0717-039,2026-07-17,evening,flyer-poster,0,0,0,0,0
PO-0717-040,2026-07-17,evening,flyer-poster,0,0,0,0,0
PO-0717-041,2026-07-17,day,program-booklet,0,0,0,0,0
PO-0717-042,2026-07-17,day,other,0,0,0,0,0
PO-0717-043,2026-07-17,evening,program-booklet,0,0,0,0,0
PO-0717-044,2026-07-17,day,program-booklet,0,0,0,0,0
PO-0717-045,2026-07-17,day,course-packet,0,0,0,0,0
PO-0717-046,2026-07-17,evening,course-packet,1,0,0,0,1
PO-0717-047,2026-07-17,evening,flyer-poster,0,0,0,0,0
PO-0717-048,2026-07-17,evening,course-packet,0,0,0,0,0
PO-0717-049,2026-07-17,day,flyer-poster,0,0,0,0,0
PO-0717-050,2026-07-17,evening,course-packet,0,0,0,0,0
PO-0717-051,2026-07-17,day,other,0,0,0,0,0
PO-0717-052,2026-07-17,evening,program-booklet,0,0,0,0,0
PO-0717-053,2026-07-17,day,flyer-poster,0,0,0,0,0
PO-0717-054,2026-07-17,evening,flyer-poster,0,0,0,0,0
PO-0717-055,2026-07-17,day,flyer-poster,0,0,0,0,0
PO-0717-056,2026-07-17,day,flyer-poster,0,0,0,0,0
PO-0717-057,2026-07-17,day,flyer-poster,0,0,0,0,0
PO-0717-058,2026-07-17,day,flyer-poster,0,0,0,0,0
PO-0717-059,2026-07-17,day,course-packet,0,0,0,0,0
PO-0717-060,2026-07-17,day,flyer-poster,0,0,0,0,0
PO-0717-061,2026-07-17,day,course-packet,1,0,1,0,1
PO-0717-062,2026-07-17,day,other,0,0,0,0,0
PO-0717-063,2026-07-17,day,flyer-poster,0,0,0,0,0
PO-0717-064,2026-07-17,day,course-packet,0,0,0,0,0
PO-0717-065,2026-07-17,day,program-booklet,0,0,0,0,0
PO-0717-066,2026-07-17,evening,course-packet,0,0,0,0,0
PO-0717-067,2026-07-17,day,other,0,0,0,0,0
PO-0717-068,2026-07-17,evening,course-packet,0,0,0,0,0
PO-0717-069,2026-07-17,evening,course-packet,0,0,0,0,0
PO-0717-070,2026-07-17,day,course-packet,0,0,0,0,0
PO-0717-071,2026-07-17,evening,other,0,0,0,0,0
PO-0717-072,2026-07-17,day,flyer-poster,0,0,0,0,0
PO-0717-073,2026-07-17,evening,course-packet,0,0,0,0,0
PO-0717-074,2026-07-17,evening,program-booklet,0,0,0,0,0
PO-0717-075,2026-07-17,evening,program-booklet,0,0,0,0,0
PO-0717-076,2026-07-17,evening,course-packet,0,0,0,0,0
PO-0717-077,2026-07-17,evening,flyer-poster,0,0,0,0,0
PO-0717-078,2026-07-17,day,flyer-poster,1,0,0,0,1
PO-0718-001,2026-07-18,day,other,0,0,0,0,0
PO-0718-002,2026-07-18,evening,course-packet,0,0,0,0,0
PO-0718-003,2026-07-18,evening,course-packet,0,0,0,0,0
PO-0718-004,2026-07-18,day,other,0,0,0,0,0
PO-0718-005,2026-07-18,day,program-booklet,1,0,0,0,1
PO-0718-006,2026-07-18,day,flyer-poster,0,0,0,0,0
